event_id,student_id,event_date,event_type,severity,course_id,related_submission_id,event_value,description_code,resolved
5815,S00367,2025-10-26 00:59:05.716736399,Unusual Collaboration,Low,CRS0052,SUB008654,,COLLABORATION_PATTERN,False
5816,S00367,2025-10-26 07:05:05.716736399,Peer Report,High,CRS0052,SUB008654,,PEER_REPORT,True
5817,S00043,2025-10-25 16:27:32.575936673,Similarity Flag,High,CRS0052,SUB008656,0.1088,SIMILARITY_THRESHOLD,True
5818,S01331,2025-10-26 03:28:45.571185351,Rapid Submission,Medium,CRS0052,SUB008657,8.45,RAPID_SUBMISSION,True
5819,S01485,2025-10-23 12:52:50.963198988,Similarity Flag,High,CRS0052,SUB008658,0.3138,SIMILARITY_THRESHOLD,True
5820,S01485,2025-10-23 12:10:50.963198988,Unusual Collaboration,Low, CRS0052 ,SUB008658,,COLLABORATION_PATTERN,True
5821,S01485,2025-10-23 11:35:50.963198988,Plagiarism Flag,High,CRS0052,SUB008658,0.3138,PLAGIARISM_SCREEN,True
5822,S00754,27-10-2025 13:53,Peer Report,Medium,CRS0052,SUB008659,,PEER_REPORT,True
5823,S01319,2025-10-27 23:15:29.352325948,Excessive Copy-Paste,Medium,CRS0052,SUB008660,0.1947, COPY_PASTE_ANOMALY ,False
5824,S01319,2025-10-27 23:10:29.352325948,Unusual Collaboration,High,CRS0052,SUB008660,, COLLABORATION_PATTERN ,True
5825,S00184,2025-10-02 12:26:44.672095793,Repeated Revision Anomaly,Medium,CRS0053,SUB008663,3.0,LOW_REVISION_ACTIVITY,True
5826,S00780,2025-10-02 20:07:41.598318733,AI Detector Flag,Medium,CRS0053,SUB008665,0.8592,AI_DETECTOR_THRESHOLD,True
5827,S00194,2025-10-02 01:13:31.654008533,Repeated Revision Anomaly,Medium, CRS0053 ,SUB008668,3.0,LOW_REVISION_ACTIVITY,True
5828,S01072,2025-10-02 10:07:12.590605735,Plagiarism Flag,Medium,CRS0053,SUB008670,0.331,PLAGIARISM_SCREEN,True
5829,S00611,2025-09-30 22:54:37.077479698,AI Detector Flag,High,CRS0053,SUB008671,0.2781, AI_DETECTOR_THRESHOLD ,True
5830,S00907,2025-10-02 11:12:56.072533462,AI Detector Flag,High,CRS0053,SUB008672,0.7516,AI_DETECTOR_THRESHOLD,True
5831,S00730,2025-10-02 18:17:34.750558044,AI Detector Flag,Medium,CRS0053,SUB008673,0.2824,AI_DETECTOR_THRESHOLD,True
5832,S00460,2025-10-02 02:20:07.107776709,AI Detector Flag,High,CRS0053,SUB008675,0.2452,AI_DETECTOR_THRESHOLD,True
5833,S00857,2025-10-02 21:02:15.311095192,Unusual Collaboration,HIGH,CRS0053,SUB008676,,COLLABORATION_PATTERN,True
5834,S00857,2025-10-04 15:55:15.311095192,Peer Report,Medium,CRS0053,SUB008676,,PEER_REPORT,True
5835,S01322,2025-10-03 17:27:52.705529875,Rapid Submission,Low,CRS0053,SUB008678,0.0,RAPID_SUBMISSION,
5836,S00535,2025-10-11 12:42:58.624543208,Rapid Submission,Low,CRS0056,SUB008682,0.0,RAPID_SUBMISSION,True
5837,S00660,2025-10-09 17:37:05.436565058,Similarity Flag,Medium,CRS0056,SUB008689,0.1782,SIMILARITY_THRESHOLD,False
5838,S00712,2025-10-10 22:47:26.212465606,AI Detector Flag,High,CRS0056,SUB008693,0.2792,AI_DETECTOR_THRESHOLD,True
5839,S00712,2025-10-10 22:39:02.148123837,Similarity Flag,High,CRS0056,SUB008693,0.1698,SIMILARITY_THRESHOLD,True
5840,S01439,2025-10-10 14:35:48.011198793,AI Detector Flag,Medium, CRS0056 ,SUB008694,0.7018,AI_DETECTOR_THRESHOLD,True
5841,S00511,2025-10-10 01:55:04.060637320,Similarity Flag,Medium,CRS0056,SUB008695,0.2288,SIMILARITY_THRESHOLD,True
5842,S00511,2025-10-10 02:19:04.060637320,Repeated Revision Anomaly,Medium,CRS0056,SUB008695,2.0,LOW_REVISION_ACTIVITY,True
5843,S00323,2025-10-10 02:15:01.870055850,AI Detector Flag,Medium,CRS0056,SUB008698,0.2888, AI_DETECTOR_THRESHOLD ,True
5844,S00205,2026-07-25 04:23:59.426442367,AI Detector Flag,Medium,CRS0071,SUB008700,0.1681,AI_DETECTOR_THRESHOLD,False
5845,S01317,2026-07-24 05:14:45.344413122,Rapid Submission,Low,CRS0071,SUB008703,41.52,RAPID_SUBMISSION,False
5846,S00566,2026-07-24 03:18:20.143459218,AI Detector Flag,High,CRS0071,SUB008705,0.7988,AI_DETECTOR_THRESHOLD,True
5847,S00784,2026-07-26 07:58:35.986437039,Rapid Submission,low,CRS0071,SUB008707,0.0,RAPID_SUBMISSION,False
5848,S00587,2026-07-24 21:22:21.987964373,Unusual Collaboration,Medium,CRS0071,SUB008708,,,False
5849,S01039,2026-07-24 20:07:15.434117436,AI Detector Flag, Medium ,CRS0071,SUB008710,0.85,AI_DETECTOR_THRESHOLD,True
5850,S01039,2026-07-24 20:54:05.025338453,Similarity Flag,High,CRS0071,SUB008710,0.4022,SIMILARITY_THRESHOLD,True
5851,S01039,2026-07-24 20:55:05.025338453,Unusual Collaboration,Medium,CRS0071,SUB008710,,COLLABORATION_PATTERN,True
5852,S01155,2026-07-25 04:45:46.662223247,AI Detector Flag,Medium,CRS0071,SUB008715,0.2223,AI_DETECTOR_THRESHOLD,True
5853,S00845,2026-07-17 19:29:12.254517228,AI Detector Flag,High,CRS0015,SUB008716,0.2984,AI_DETECTOR_THRESHOLD,True
5854,S00972,2026-07-17 16:45:38.707684496,Rapid Submission,Low,CRS0015,SUB008717,,RAPID_SUBMISSION,
5855,S01000,2026-07-17 17:54:52.278932107,AI Detector Flag,High,CRS0015,SUB008720,0.8624,,True
5856,S00712,2026-07-17 06:37:51.567947561,Similarity Flag,High,CRS0015,SUB008721,0.366,SIMILARITY_THRESHOLD,True
5857,S00604,2026-07-18 04:44:14.290819998,AI Detector Flag,High,CRS0015,SUB008722,0.1722,AI_DETECTOR_THRESHOLD,True
5858,S00856,2026-07-19 20:51:25.314825831,AI Detector Flag,Medium,CRS0015,SUB008723,0.8718,AI_DETECTOR_THRESHOLD,True
5859,S01119,2026-07-18 10:06:04.007945389,AI Detector Flag,Medium,CRS0015,SUB008724,0.8313,AI_DETECTOR_THRESHOLD,True
5860,S01013,2026-07-17 01:53:20.648690537,AI Detector Flag,Medium,CRS0015,SUB008726,0.7933,AI_DETECTOR_THRESHOLD,False
5861,S00720,2026-07-18 03:39:09.248717774,Rapid Submission,Medium,CRS0015,SUB008729,2.46,RAPID_SUBMISSION,False
5862,S00677,2026-07-18 16:50:22.268408538,Similarity Flag,High,CRS0015,SUB008730,0.3157,SIMILARITY_THRESHOLD,True
5863,S00592,17-07-2026 21:45,EXCESSIVE COPY-PASTE,Medium,CRS0015,SUB008731,0.1356,COPY_PASTE_ANOMALY,True
5864,S01175,2026/07/28 08:31:29,AI Detector Flag,High,CRS0035,SUB008738,0.9057,AI_DETECTOR_THRESHOLD,False
5865,S01175,2026-07-28 09:20:14.667858529,Unusual Collaboration,Low,CRS0035,SUB008738,,COLLABORATION_PATTERN,True
5866,S01447,2026-07-27 20:37:16.874912211,AI Detector Flag,High,CRS0035,SUB008740,0.8154,AI_DETECTOR_THRESHOLD,True
5867,S00618,2026-07-27 00:12:57.656120059,AI Detector Flag,,CRS0035,SUB008741,0.8231,AI_DETECTOR_THRESHOLD,True
5868,S01304,2026-07-27 17:55:03.963307608,Similarity Flag, Medium ,CRS0035,SUB008743,0.4284,,True
5869,S00400,2026-07-27 04:09:51.366831530,AI Detector Flag,High,CRS0035,SUB008744,0.2648,AI_DETECTOR_THRESHOLD,True
5870,S00642,2026-07-28 22:02:52.689620492,Repeated Revision Anomaly,Medium,CRS0035,SUB008747,1.0,LOW_REVISION_ACTIVITY,False
5871,S00642,2026-07-28 21:47:52.689620492,Plagiarism Flag,Medium,CRS0035,SUB008747,0.6853,PLAGIARISM_SCREEN,True
5872,S01066,2026-07-28 20:46:10.463036076,AI DETECTOR FLAG,High,CRS0035,SUB008748,0.7564,AI_DETECTOR_THRESHOLD,
5873,S00726,2026-07-30 01:07:02.294938149,Rapid Submission,Low,CRS0035,SUB008753,0.0,RAPID_SUBMISSION,True
5874,S00329,2026-07-27 23:02:03.380800439,Unusual Collaboration,Medium,CRS0035,SUB008756,,,True
5875,S01469,2026-07-27 19:55:09.566234658,Plagiarism Flag,High,CRS0035,SUB008757,0.4564,PLAGIARISM_SCREEN,True
5876,S01421,2026-07-28 03:25:24.287684208,AI Detector Flag,Medium,CRS0035,SUB008758,0.4307,AI_DETECTOR_THRESHOLD,True
5877,S01305,2026-07-28 01:38:56.794098227,AI Detector Flag,Medium,CRS0035,SUB008759,0.7158,AI_DETECTOR_THRESHOLD,True
5878,S00063,2027-03-22 02:14:29.177507049,Rapid Submission,Medium,CRS0006,SUB008762,0.0,RAPID_SUBMISSION,True
5879,S01136,2027-03-19 14:35:59.780049643,AI Detector Flag,High,CRS0006,SUB008766,0.8533,AI_DETECTOR_THRESHOLD,False
5880,S01362,2027-03-19 13:23:12.940277437,Plagiarism Flag,High,CRS0006,SUB008768,0.4203,PLAGIARISM_SCREEN,True
5881,S01424,2027-03-18 15:23:55.092556485,AI Detector Flag,High,CRS0006,SUB008770,0.8815,AI_DETECTOR_THRESHOLD,True
5882,S01424,2027-03-18 15:47:49.043040389,Similarity Flag,Medium,CRS0006,SUB008770,0.1581,SIMILARITY_THRESHOLD,False
5883,S00265,2027-03-19 09:29:16.384765875,Plagiarism Flag,Medium,CRS0006,SUB008775,0.0991,PLAGIARISM_SCREEN,0
5884,S00866,2027-03-19 15:24:57.857802044,AI Detector Flag,Medium,,SUB008776,0.3085,AI_DETECTOR_THRESHOLD,True
5885,S01274,2027-03-18 22:36:59.283976770,Unusual Collaboration,High, CRS0006 ,SUB008777,,COLLABORATION_PATTERN,True
5886,S00781,2027-03-19 14:09:12.386341944,AI Detector Flag, Medium ,CRS0006,SUB008778,0.82,AI_DETECTOR_THRESHOLD,True
5887,S00029,2027-03-16 07:52:37.448192745,AI Detector Flag,High,CRS0006,SUB008779,0.8123,AI_DETECTOR_THRESHOLD,True
5888,S01423,2027-03-19 14:27:28.235947043,Repeated Revision Anomaly,Medium,CRS0006,SUB008781,2.0,LOW_REVISION_ACTIVITY,False
5889,S00546,2027-03-22 10:48:45.427058078,Peer Report,High,CRS0006,SUB008782,,PEER_REPORT,False
5890,S01285,2026-07-11 13:00:15.938015301,AI Detector Flag,High,CRS0079,SUB008785,0.7748,AI_DETECTOR_THRESHOLD,True
5891,S00796,2026-07-10 16:44:40.724643118,AI Detector Flag,High,CRS0079,SUB008786,0.7236,AI_DETECTOR_THRESHOLD,False
5892,S00796,2026-07-12 11:32:53.486208677,Peer Report,Medium,CRS0079,SUB008786,,PEER_REPORT,True
5893,S00035,2026-07-11 02:14:33.058066321,AI Detector Flag,Medium,CRS0079,SUB008787,0.3602,AI_DETECTOR_THRESHOLD,True
5894,S00035,2026-07-11 02:59:04.131488370,Unusual Collaboration,Medium,CRS0079,SUB008787,,,True
5895,S00072,2026-07-11 17:02:12.127210156,AI Detector Flag,High,CRS0079,SUB008788,0.8444,AI_DETECTOR_THRESHOLD,False
5896,S00799,2026/07/11 03:26:06,AI Detector Flag,High,CRS0079,SUB008789,0.7712,AI_DETECTOR_THRESHOLD,True
5897,S00799,2026-07-11 04:06:46.474353199,Plagiarism Flag,High,CRS0079,SUB008789,0.3238,PLAGIARISM_SCREEN,True
5898,S00510,2026-07-11 02:11:22.592323920,AI Detector Flag,High,CRS0079,SUB008790,0.7554,AI_DETECTOR_THRESHOLD,True
5899,S00304,2026-07-10 12:57:54.848061754,AI Detector Flag,High, CRS0079 ,SUB008791,0.8337,AI_DETECTOR_THRESHOLD,True
5900,S01426,2026-07-11 00:48:33.080538980,AI Detector Flag,High,CRS0079,SUB008792,0.8292,AI_DETECTOR_THRESHOLD,True
5901,S00193,2026-07-11 02:19:29.030870797,Repeated Revision Anomaly,Medium,CRS0079,SUB008793,1.0,LOW_REVISION_ACTIVITY,False
5902,S00297,2026-07-11 13:23:15.168674810,AI Detector Flag,High,CRS0079,SUB008795,0.2066,AI_DETECTOR_THRESHOLD,True
5903,S01178,2026-07-13 16:22:20.855921591,Peer Report,High,CRS0079,SUB008798,,PEER_REPORT,True
5904,S01184,2026-07-11 02:11:27.286086376,AI Detector Flag,Medium,CRS0079,SUB008801,0.2362,AI_DETECTOR_THRESHOLD,True
5905,S01077,2026-07-10 10:58:27.503840519,AI Detector Flag,High,CRS0079,SUB008802,0.3437,AI_DETECTOR_THRESHOLD,True
5906,S00594,2026-07-11 06:03:21.823622969,Excessive Copy-Paste,High,CRS0079,SUB008803,,COPY_PASTE_ANOMALY,True
5907,S00798,2027-04-01 03:35:31.774732273,AI Detector Flag,High,CRS0054,SUB008804,0.8141,AI_DETECTOR_THRESHOLD,True
5908,S00798,2027-04-01 06:07:11.853647167,Rapid Submission,Low,CRS0054,SUB008804,6.75,RAPID_SUBMISSION,True
5909, S00552 ,2027-03-31 23:08:10.948485442,AI Detector Flag,Medium,CRS0054,SUB008805,0.7883,AI_DETECTOR_THRESHOLD,True
5910,S00078,2027-03-30 15:56:48.587784664,AI Detector Flag,High,CRS0054,SUB008807,0.8503,AI_DETECTOR_THRESHOLD,True
5911,S00078,04/02/2027 05:13,Peer Report,Medium,CRS0054,SUB008807,, PEER_REPORT ,False
5912,S01275,2027-03-31 19:27:22.970577695,Excessive Copy-Paste,Medium,CRS0054,SUB008812,0.1763,COPY_PASTE_ANOMALY,True
5913,S00674,2027-03-31 06:46:47.988743403,AI Detector Flag,High,CRS0054,SUB008814,0.7613,AI_DETECTOR_THRESHOLD,True
5914,S00169,2027-04-01 02:03:57.942448727,Excessive Copy-Paste,Medium,CRS0054,SUB008815,0.1094,COPY_PASTE_ANOMALY,True
5915,S00215,2027-03-30 16:00:52.524951765,Repeated Revision Anomaly,Low,CRS0054,SUB008816,1.0,LOW_REVISION_ACTIVITY,True
5916,S01344,2027-02-12 08:50:01.020704696,Similarity Flag,Medium,CRS0016,SUB008818,0.4225,SIMILARITY_THRESHOLD,True
5917, S01344 ,2027-02-12 08:20:01.020704696,Unusual Collaboration,High,CRS0016,SUB008818,,COLLABORATION_PATTERN,True
5918,S00882,2027-02-12 16:53:54.020928254,Unusual Collaboration,High,CRS0016,SUB008820,,COLLABORATION_PATTERN,True
5919,S00098,2027-02-12 12:28:52.501415467,AI Detector Flag,High,CRS0016,SUB008824,0.3087,AI_DETECTOR_THRESHOLD,False
5920,S00262,2027-02-13 07:50:09.453527059,AI Detector Flag,High,CRS0016,SUB008825,0.6252,AI_DETECTOR_THRESHOLD,True
5921,S00262,2027-02-13 06:29:56.699678159,Unusual Collaboration,High,CRS0016,SUB008825,,COLLABORATION_PATTERN,YES
5922,S00262,2027-02-13 05:28:56.699678159,Plagiarism Flag,High,CRS0016,SUB008825,0.3712,PLAGIARISM_SCREEN,
5923,S01095,2027-02-11 18:46:28.630241372,AI Detector Flag,Medium,CRS0016,SUB008828,0.806,AI_DETECTOR_THRESHOLD,True
5924,S00665,2027-02-14 11:45:44.424792359,AI Detector Flag,Medium,CRS0016,SUB008829,0.7924,AI_DETECTOR_THRESHOLD,True
5925,S01211,2027-02-12 08:42:50.435160778,AI Detector Flag,High,CRS0016,SUB008830,0.7709,AI_DETECTOR_THRESHOLD,True
5926,S01211,2027-02-12 07:33:08.732278901,Plagiarism Flag,High,CRS0016,SUB008830,0.357,PLAGIARISM_SCREEN,True
5927,S00543,2027-02-11 01:37:43.451681165,AI Detector Flag,High,CRS0016,SUB008835,0.8289,AI_DETECTOR_THRESHOLD,True
5928,S00543,2027-02-11 02:55:59.929658096,Repeated Revision Anomaly,Medium,CRS0016,SUB008835,3.0,LOW_REVISION_ACTIVITY,True
5929,S01010,2027-02-12 14:35:06.197598293,Similarity Flag,High,CRS0016,SUB008836,0.1568,SIMILARITY_THRESHOLD,True
5930,S00494,2027-02-11 19:53:51.010325099,AI Detector Flag,Medium,CRS0016,SUB008838,0.8643,AI_DETECTOR_THRESHOLD,False
5931,S00155,2027-02-11 17:17:37.878973855,AI Detector Flag,Medium,CRS0016,SUB008839,0.8159,AI_DETECTOR_THRESHOLD,True
5932,S00927,2027-02-11 18:16:48.369016825,AI Detector Flag,High,CRS0016,SUB008840,0.9246,AI_DETECTOR_THRESHOLD,False
5933,S00927,2027-02-11 19:35:14.286797394,Rapid Submission,Low,CRS0016,SUB008840,32.03,RAPID_SUBMISSION,yes
5934,S00410,2027-02-10 06:20:47.366552634,Repeated Revision Anomaly,Medium,CRS0016,SUB008842,2.0,LOW_REVISION_ACTIVITY,True
5935,S00512,2027-02-12 05:13:50.665416699,Unusual Collaboration,High,CRS0016,SUB008845,,COLLABORATION_PATTERN,True
5936,S00192,2027-02-14 08:26:47.901983554,AI Detector Flag,High,CRS0016,SUB008847,0.1667,AI_DETECTOR_THRESHOLD,True
5937,S00192,2027-02-14 08:21:50.775929634,Rapid Submission,Low,CRS0016,SUB008847,0.0,RAPID_SUBMISSION,True
5938,S00650,2026-11-22 12:41:38.629424954,AI Detector Flag,Medium,CRS0051,SUB008855,0.857,AI_DETECTOR_THRESHOLD,True
5939,S00938,2026/11/22 02:46:17,Similarity Flag,High,CRS0051,SUB008856,0.032,SIMILARITY_THRESHOLD,True
5940,S00938,2026-11-22 01:02:17.220462143,Rapid Submission,LOW,CRS0051,SUB008856,24.9,RAPID_SUBMISSION,True
5941,S00010,2026-11-22 09:35:37.737444073,AI Detector Flag,Medium,CRS0051,SUB008860,0.2077,AI_DETECTOR_THRESHOLD,True
5942,S00438,2026-11-24 17:35:36.272744517,AI Detector Flag,High,CRS0051,SUB008862,0.8799,AI_DETECTOR_THRESHOLD,False
5943,S00438,2026-11-24 16:15:02.874619059,Repeated Revision Anomaly,Low,CRS0051,SUB008862,3.0,LOW_REVISION_ACTIVITY,True
5944,S01238,2026-11-22 14:01:42.061288112,Rapid Submission,Low,CRS0051,SUB008863,11.8,RAPID_SUBMISSION,True
5945,S01238,2026-11-22 13:58:42.061288112,Plagiarism Flag,Medium,CRS0051,SUB008863,0.0933,PLAGIARISM_SCREEN,True
5946,S01477,2026-11-21 15:30:44.375836367,AI Detector Flag,Medium,CRS0051,SUB008864,0.217,AI_DETECTOR_THRESHOLD,True
5947,S01477,2026-11-21 13:54:59.229732250,Excessive Copy-Paste,High,CRS0051,SUB008864,0.1947,COPY_PASTE_ANOMALY,True
5948,S01477,2026-11-21 15:12:59.229732250,Rapid Submission,Low,CRS0051,SUB008864,35.35,RAPID_SUBMISSION,True
5949,S01161,2026-11-22 15:01:08.383088331,AI Detector Flag,Medium,CRS0051,SUB008873,0.5979,AI_DETECTOR_THRESHOLD,TRUE
5950,S00718,2025-11-07 18:33:01.993894965,AI Detector Flag,High,CRS0048,SUB008878,0.2495,AI_DETECTOR_THRESHOLD,True
5951,S00215,2025-11-08 13:08:17.003763609,AI Detector Flag,Medium,CRS0048,SUB008881,0.3128,,False
5952,S00761,2025-11-08 06:40:39.128737405,AI Detector Flag,High,CRS0048,SUB008885,0.8172,AI_DETECTOR_THRESHOLD,True
5953,S00761,2025-11-08 07:45:56.901980903,Similarity Flag,Medium,CRS0048,SUB008885,,SIMILARITY_THRESHOLD,True
5954,S00761,2025-11-08 05:56:56.901980903,Excessive Copy-Paste,Medium,CRS0048,SUB008885,0.0956,COPY_PASTE_ANOMALY,True
5955,S00761,2025-11-08 05:18:56.901980903,Unusual Collaboration,Medium,CRS0048,SUB008885,,COLLABORATION_PATTERN,False
5956,S00532,2025-11-07 23:53:57.354558414,AI Detector Flag,Medium,CRS0048,SUB008886,0.3369,AI_DETECTOR_THRESHOLD,False
5957,S01118,2025-11-10 20:59:46.865742933,Rapid Submission,Low,CRS0048,SUB008888,0.0,,True
5958,S01127,2025-11-06 21:22:43.482469576,Unusual Collaboration,Low,CRS0048,SUB008892,,COLLABORATION_PATTERN,True
5959,S00301,2025-11-07 20:36:42.727575853,AI Detector Flag,Medium,CRS0048,SUB008893,0.3817,AI_DETECTOR_THRESHOLD,True
5960,S01367,2026-10-26 04:04:09.051302736,AI Detector Flag,High,CRS0086,SUB008895,0.782,,True
5961,S01367,2026-10-26 02:22:24.767470714,Rapid Submission,Medium,CRS0086,SUB008895,0.0,RAPID_SUBMISSION,True
5962,S01367,2026-10-28 13:53:24.767470714,Peer Report,,CRS0086,SUB008895,,PEER_REPORT,True
5963,S01300,2026-10-24 16:04:52.237603192,AI Detector Flag,High,CRS0086,SUB008896,0.8347,AI_DETECTOR_THRESHOLD,False
5964,S00278,2026-10-25 01:11:44.995817450,repeated revision anomaly,Medium,CRS0086,SUB008899,5.0,LOW_REVISION_ACTIVITY,True
5965,S01371,2026-10-24 20:54:27.414498293,AI Detector Flag,Medium,CRS0086,SUB008900,0.2168,AI_DETECTOR_THRESHOLD,False
5966,S01099,2026-10-25 20:29:53.473493327,Rapid Submission,Medium,CRS0086,SUB008901,0.0,RAPID_SUBMISSION,True
5967,S00398,2026-10-23 04:42:36.115401436,AI Detector Flag, High ,CRS0086,SUB008903,0.8697,AI_DETECTOR_THRESHOLD,True
5968,S00098,2026-10-24 04:08:42.440041756,Similarity Flag, High ,CRS0086,SUB008905,0.0423,SIMILARITY_THRESHOLD,True
5969,S01094,2026-10-23 21:05:55.636686813,Rapid Submission,Medium,CRS0086, SUB008906 ,31.18,RAPID_SUBMISSION,True
5970,S00385,2026-10-25 01:47:31.627087917,Similarity Flag,Medium,CRS0086,SUB008907,0.3367,SIMILARITY_THRESHOLD,True
5971,S00385,2026-10-25 00:38:31.627087917,Rapid Submission,Low,CRS0086, SUB008907 ,3.44,RAPID_SUBMISSION,True
5972,S00722,2026-10-24 11:28:17.468915709,AI Detector Flag,High,CRS0086,SUB008908,0.1585,AI_DETECTOR_THRESHOLD,True
5973,S01446,2026-10-26 08:14:32.256574732,Rapid Submission,Low,CRS0086,SUB008909,0.0,RAPID_SUBMISSION,True
5974,S01446,2026-10-26 07:01:32.256574732,Repeated Revision Anomaly,Medium,CRS0086,SUB008909,6.0,LOW_REVISION_ACTIVITY,True
5975,S01107,2026-10-24 04:41:08.016172465,AI Detector Flag,Medium,CRS0086,SUB008912,0.4765,AI_DETECTOR_THRESHOLD,True
5976,S01107,2026-10-24 04:39:52.610471063,Plagiarism Flag,High,CRS0086,SUB008912,0.0988,PLAGIARISM_SCREEN,False
5977,S00815,2026-10-24 14:33:53.183803221,Rapid Submission,Low,CRS0086,SUB008917,15.19,RAPID_SUBMISSION,True
5978,S00077,2026-10-24 17:38:13.680641729,Excessive Copy-Paste,High,CRS0086,SUB008919,,COPY_PASTE_ANOMALY,True
5979,S00091,2027-04-06 23:21:23.278000990,AI Detector Flag,High,CRS0050,SUB008922,0.3928,AI_DETECTOR_THRESHOLD,True
5980,S00091,2027-04-06 22:59:37.739439543,Similarity Flag,Medium,CRS0050,SUB008922,0.4629,SIMILARITY_THRESHOLD,True
5981,S00359,2027-04-07 21:03:49.234102603,AI Detector Flag,High,CRS0050, SUB008925 ,0.8857,AI_DETECTOR_THRESHOLD,yes
5982,S00359,2027-04-07 21:40:52.440338883,Similarity Flag,High,CRS0050,SUB008925,0.3294,SIMILARITY_THRESHOLD,True
5983,S00359,2027-04-07 18:57:52.440338883,Excessive Copy-Paste,Medium,CRS0050,SUB008925,,COPY_PASTE_ANOMALY,True
5984,S00481,2027-04-07 15:26:12.239650646,AI Detector Flag,High,CRS0050,SUB008926,0.7772,AI_DETECTOR_THRESHOLD,True
5985,S00880,2027-04-07 17:50:52.040689218,AI Detector Flag,High,CRS0050,SUB008927,0.2459,AI_DETECTOR_THRESHOLD,True
5986,S00228,2027-04-07 15:08:51.639844067,Similarity Flag,High,CRS0050, SUB008928 ,0.2573,SIMILARITY_THRESHOLD,True
5987,S00731,2027-04-07 04:08:32.949354721,AI Detector Flag,High,CRS0050,SUB008930,0.8729,AI_DETECTOR_THRESHOLD,True
5988,S00731,2027-04-07 03:10:00.082564849,Unusual Collaboration,Medium,CRS0050,SUB008930,,COLLABORATION_PATTERN,True
5989,S00776,2027-04-07 00:11:11.653537109,AI Detector Flag,High,CRS0050,SUB008932,0.8597,AI_DETECTOR_THRESHOLD,True
5990,S00688,2026-03-25 16:56:23.304880446,AI Detector Flag,High,CRS0011,SUB008938,0.8058,AI_DETECTOR_THRESHOLD,True
5991,S00615,2026-03-25 13:41:34.199701392,Ai Detector Flag,Medium,CRS0011,SUB008939,0.2343,AI_DETECTOR_THRESHOLD,True
5992,S00768,2026-03-25 13:51:05.903694530,AI Detector Flag,Medium,CRS0011,SUB008942,0.3579,AI_DETECTOR_THRESHOLD,True
5993,S01410,2026-03-25 15:42:40.020464868,AI Detector Flag,Medium,,SUB008943,0.9106,AI_DETECTOR_THRESHOLD,True
5994,S01094,2026-03-27 00:48:43.020407769,Rapid Submission,Medium,CRS0011,SUB008947,0.0,RAPID_SUBMISSION,True
5995,S01368,2026-03-25 14:13:07.026534631,AI Detector Flag,Medium,CRS0011,SUB008948,0.7091,AI_DETECTOR_THRESHOLD,False
5996,S01397,2026-07-03 16:21:53.909826955,AI Detector Flag,High,CRS0078, SUB008953 ,0.2193,AI_DETECTOR_THRESHOLD,False
5997,S00774,2026-07-04 18:39:30.213850702,AI Detector Flag,High,CRS0078,SUB008954,0.503,AI_DETECTOR_THRESHOLD,True
5998,S00444,2026-07-06 22:40:32.425306184,AI Detector Flag,High,CRS0078,SUB008956,0.7648,AI_DETECTOR_THRESHOLD,True
5999,S00444,2026-07-06 23:08:01.245513985,Rapid Submission,Low,CRS0078,SUB008956,0.0,RAPID_SUBMISSION,True
6000,S00422,2026-07-03 20:18:26.718038482,AI Detector Flag,High,CRS0078,SUB008958,0.7463,AI_DETECTOR_THRESHOLD,True
6001,S00422,2026/07/04 04:05:02,Peer Report,High,CRS0078,SUB008958,,PEER_REPORT,True
6002,S00717,2026-07-04 06:25:45.532428285,AI Detector Flag,High,CRS0078,SUB008961,0.914,AI_DETECTOR_THRESHOLD,True
6003,S01178,2026-07-04 10:22:25.932056929,Similarity Flag,Medium,CRS0078,SUB008963,0.3026,SIMILARITY_THRESHOLD,True
6004,S00455,2026-07-03 11:06:15.774016002, Plagiarism Flag ,Medium,CRS0078,SUB008964,0.3165,PLAGIARISM_SCREEN,True
6005,S01211,2026-07-05 07:24:36.419205425,AI Detector Flag,High,CRS0078,SUB008966,0.7619,AI_DETECTOR_THRESHOLD,True
6006,S01211,2026-07-05 05:14:03.431824107,Similarity Flag,Medium,CRS0078,SUB008966,0.2668,SIMILARITY_THRESHOLD,True
6007,S01067,2026-07-03 16:46:15.372491967,AI Detector Flag,High,CRS0078,SUB008967,0.8042,AI_DETECTOR_THRESHOLD,False
6008,S00384,2026-07-04 12:10:10.914430813,AI Detector Flag,Medium,CRS0078,SUB008975,0.9127,AI_DETECTOR_THRESHOLD,True
6009,S00384,2026-07-04 11:29:47.450577200,Plagiarism Flag,Medium,CRS0078,SUB008975,0.0443,PLAGIARISM_SCREEN,True
6010,S01192,2025-10-29 21:14:24.404452227,Peer Report,Medium,CRS0036,SUB008980,,PEER_REPORT,True
6011,S00962,2025-10-28 03:58:32.527648393,Rapid Submission,Medium,CRS0036,SUB008982,0.0,RAPID_SUBMISSION,True
6012,S00776,2025-10-27 22:59:38.175378742,Rapid Submission,Medium,CRS0036,SUB008989,0.0,RAPID_SUBMISSION,True
6013,S00776,2025-10-27 20:20:38.175378742,Plagiarism Flag,High,CRS0036,SUB008989,0.3931,PLAGIARISM_SCREEN,True
6014,S01305,2025-10-26 12:27:25.098238092,AI Detector Flag,Medium,CRS0036,SUB008992,0.8502,AI_DETECTOR_THRESHOLD,True
