history_id,student_id,snapshot_at,integrity_score,trust_factor_score,prior_confirmed_cases,prior_dismissed_cases,prior_suspicious_flags,prior_ai_flags,prior_plagiarism_flags,prior_sanction_points,recent_integrity_events,integrity_status
3521,S00705,2025-08-25,89.27,91.08,0,0,0,0,0,0,0,High
3522,S00705,2026-01-19,71.92,73.73,1,0,1,1,0,6,1,Moderate
3523,S00705,2026-06-08,65.92,67.73,1,0,5,3,0,6,3,Moderate
3524,S00705,2026-08-24,66.67,68.48,1,0,6,3,0,6,1,Moderate
3525,S00705,2027-01-18,64.02,65.83,1,1,7,4,0,6,1,Moderate
3526,S00706,2025-08-25,86.21,86.48,0,0,0,0,0,0,0,High
3527,S00706,2026-01-19,81.86,82.13,0,0,1,0,0,0,1,High
3528,S00706,2026-06-08,73.86,74.13,0,1,5,3,0,0,3,Moderate
3529,S00706,2026-08-24,78.96,79.23,0,1,5,3,0,0,0,High
3530,S00706,2027-01-18,76.66,76.93,0,1,7,4,0,0,0,High
3531,S00707,2025-08-25,80.9,78.33,0,0,0,0,0,0,0,High
3532,S00707,2026-01-19,76.1,73.52,0,1,2,1,1,0,0,High
3533,S00707,2026-06-08,70.75,68.17,0,1,3,2,1,0,1,Moderate
3534,S00707,2026-08-24,74.45,71.88,0,1,3,2,1,0,0,Moderate
3535,S00707,2027-01-18,74.45,71.88,0,1,3,2,1,0,0,Moderate
3536,S00708,2025-08-25,85.22,84.87,0,0,0,0,0,0,0,High
3537,S00708,2026-01-19,85.22,84.87,0,0,0,0,0,0,0,High
3538,S00708,2026-06-08,85.22,84.87,0,0,0,0,0,0,0,High
3539,S00708,2026-08-24,78.52,78.17,0,0,2,1,0,0,2,High
3540,S00708,2027-01-18,81.27,80.92,0,0,3,2,0,0,0,High
3541,S00709,2025-08-25,80.44,77.29,0,0,0,0,0,0,0,High
3542,S00709,2026-01-19,73.74,70.59,0,0,2,1,0,0,2,Moderate
3543,S00709,2026-06-08,70.44,67.29,0,1,4,2,0,0,2,Moderate
3544,S00709,2026-08-24,66.79,63.64,0,1,7,3,0,0,3,Moderate
3545,S00709,2027-01-18,67.94,64.79,0,1,10,5,0,0,0,Moderate
3546,S00710,2025-08-25,85.09,84.73,0,0,0,0,0,0,0,High
3547,S00710,2026-01-19,83.44,83.08,0,0,1,1,0,0,0,High
3548,S00710,2026-06-08,83.44,83.08,0,0,1,1,0,0,0,High
3549,S00710,2026-08-24,61.04,60.68,1,0,5,2,0,8,4,Moderate
3550,S00710,2027-01-18,42.84,42.48,2,0,11,6,0,12,3,Low
3551,S00711,2025-08-25,86.2,86.62,0,0,0,0,0,0,0,High
3552,S00711,2026-01-19,85.55,85.97,0,0,1,0,0,0,0,High
3553,S00711,2026-06-08,85.55,85.97,0,0,1,0,0,0,0,High
3554,S00711,2026-08-24,85.55,85.97,0,0,1,0,0,0,0,High
3555,S00711,2027-01-18,78.9,79.32,0,0,4,1,0,0,1,High
3556,S00712,2025-08-25,85.4,85.07,0,0,0,0,0,0,0,High
3557,S00712,2026-01-19,83.1,82.77,0,0,2,1,0,0,0,High
3558,S00712,2026-06-08,75.45,75.12,0,0,5,3,0,0,1,High
3559,S00712,2026-08-24,67.25,66.92,0,1,9,4,1,0,4,Moderate
3560,S00712,2027-01-18,73.05,72.72,0,1,9,4,1,0,0,Moderate
3561,S00713,2025-08-25,85.19,84.62,0,0,0,0,0,0,0,High
3562,S00713,2026-01-19,82.54,81.97,0,1,1,1,0,0,0,High
3563,S00713,2026-06-08,80.89,80.32,0,1,2,2,0,0,0,High
3564,S00713,2026-08-24,76.54,75.97,0,1,3,2,0,0,1,High
3565,S00713,2027-01-18,73.04,72.47,0,1,5,2,1,0,2,Moderate
3566,S00714,2025-08-25,90.84,94.01,0,0,0,0,0,0,0,High
3567,S00714,2026-01-19,90.84,94.01,0,0,0,0,0,0,0,High
3568,S00714,2026-06-08,89.19,92.36,0,0,1,1,0,0,0,High
3569,S00714,2026-08-24,83.84,87.01,0,0,2,2,0,0,1,High
3570,S00714,2027-01-18,87.54,90.71,0,0,2,2,0,0,0,High
3571,S00715,2025-08-25,85.12,84.51,0,0,0,0,0,0,0,High
3572,S00715,2026-01-19,85.12,84.51,0,0,0,0,0,0,0,High
3573,S00715,2026-06-08,79.52,78.91,0,1,4,2,0,0,0,High
3574,S00715,2026-08-24,74.17,73.56,0,1,5,3,0,0,1,Moderate
3575,S00715,2027-01-18,70.87,70.26,0,1,7,5,0,0,1,Moderate
3576,S00716,2025-08-25,89.7,91.81,0,0,0,0,0,0,0,High
3577,S00716,2026-01-19,89.7,91.81,0,0,0,0,0,0,0,High
3578,S00716,2026-06-08,89.7,91.81,0,0,0,0,0,0,0,High
3579,S00716,2026-08-24,70.65,72.76,1,0,3,1,0,4,3,Moderate
3580,S00716,2027-01-18,73.1,75.21,1,1,4,2,0,4,0,Moderate
3581,S00717,2025-08-25,92.86,96.91,0,0,0,0,0,0,0,High
3582,S00717,2026-01-19,83.46,87.51,0,0,4,1,0,0,4,High
3583,S00717,2026-06-08,85.31,89.36,0,0,7,3,0,0,0,High
3584,S00717,2026-08-24,79.96,84.01,0,0,8,4,0,0,1,High
3585,S00717,2027-01-18,75.66,79.71,0,1,10,6,0,0,1,High
3586,S00718,2025-08-25,84.32,83.63,0,0,0,0,0,0,0,High
3587,S00718,2026-01-19,74.97,74.28,0,0,3,3,0,0,2,Moderate
3588,S00718,2026-06-08,71.32,70.63,0,0,6,4,0,0,3,Moderate
3589,S00718,2026-08-24,75.42,74.73,0,1,6,4,0,0,0,High
3590,S00718,2027-01-18,70.07,69.38,0,1,7,5,0,0,1,Moderate
3591,S00719,2025-08-25,89.86,92.25,0,0,0,0,0,0,0,High
3592,S00719,2026-01-19,85.51,87.9,0,0,1,0,0,0,1,High
3593,S00719,2026-06-08,89.21,91.6,0,0,1,0,0,0,0,High
3594,S00719,2026-08-24,89.21,91.6,0,0,1,0,0,0,0,High
3595,S00719,2027-01-18,82.21,84.6,0,0,3,2,0,0,1,High
3596,S00720,2025-08-25,84.73,84.12,0,0,0,0,0,0,0,High
3597,S00720,2026-01-19,84.73,84.12,0,0,0,0,0,0,0,High
3598,S00720,2026-06-08,67.18,66.57,0,2,7,3,1,0,5,Moderate
3599,S00720,2026-08-24,67.98,67.37,0,2,9,3,1,0,2,Moderate
3600,S00720,2027-01-18,72.38,71.77,0,2,9,3,1,0,0,Moderate
3601,S00721,2025-08-25,87.04,87.75,0,0,0,0,0,0,0,High
3602,S00721,2026-01-19,87.04,87.75,0,0,0,0,0,0,0,High
3603,S00721,2026-06-08,86.39,87.1,0,0,1,0,0,0,0,High
3604,S00721,2026-08-24,82.04,82.75,0,0,2,0,0,0,1,High
3605,S00721,2027-01-18,80.39,81.1,0,0,3,1,0,0,1,High
3606,S00722,2025-08-25,81.96,79.74,0,0,0,0,0,0,0,High
3607,S00722,2026-01-19,77.61,75.39,0,0,1,0,0,0,1,High
3608,S00722,2026-06-08,75.61,73.39,0,0,3,0,0,0,2,High
3609,S00722,2026-08-24,80.01,77.79,0,0,3,0,0,0,0,High
3610,S00722,2027-01-18,68.31,66.09,0,1,7,3,0,0,3,Moderate
3611,S00723,2025-08-25,88.38,90.02,0,0,0,0,0,0,0,High
3612,S00723,2026-01-19,88.38,90.02,0,0,0,0,0,0,0,High
3613,S00723,2026-06-08,87.73,89.37,0,0,1,0,0,0,0,High
3614,S00723,2026-08-24,87.73,89.37,0,0,1,0,0,0,0,High
3615,S00723,2027-01-18,80.73,82.37,0,1,3,1,0,0,1,High
3616,S00724,2025-08-25,90.44,93.18,0,0,0,0,0,0,0,High
3617,S00724,2026-01-19,87.49,90.23,0,0,3,1,0,0,0,High
3618,S00724,2026-06-08,78.34,81.08,0,0,6,3,1,0,1,High
3619,S00724,2026-08-24,77.69,80.43,0,0,7,3,1,0,1,High
3620,S00724,2027-01-18,62.04,64.78,1,0,10,4,1,6,2,Moderate
3621,S00725,2025-08-25,90.71,93.73,0,0,0,0,0,0,0,High
3622,S00725,2026-01-19,77.16,80.18,0,0,5,3,1,0,4,High
3623,S00725,2026-06-08,82.96,85.98,0,0,5,3,1,0,0,High
3624,S00725,2026-08-24,82.96,85.98,0,0,5,3,1,0,0,High
3625,S00725,2027-01-18,74.96,77.98,0,1,7,5,1,0,1,Moderate
3626,S00726,2025-08-25,85.05,84.93,0,0,0,0,0,0,0,High
3627,S00726,2026-01-19,85.05,84.93,0,0,0,0,0,0,0,High
3628,S00726,2026-06-08,78.4,78.28,0,0,3,1,0,0,1,High
3629,S00726,2026-08-24,75.05,74.93,0,0,6,1,0,0,3,High
3630,S00726,2027-01-18,80.15,80.03,0,0,6,1,0,0,0,High
3631,S00727,2025-08-25,86.96,87.63,0,0,0,0,0,0,0,High
3632,S00727,2026-01-19,82.61,83.28,0,0,1,0,0,0,1,High
3633,S00727,2026-06-08,80.96,81.63,0,0,2,1,0,0,1,High
3634,S00727,2026-08-24,80.31,80.98,0,0,3,1,0,0,1,High
3635,S00727,2027-01-18,83.36,84.03,0,0,4,1,0,0,0,High
3636,S00728,2025-08-25,88.05,89.6,0,0,0,0,0,0,0,High
3637,S00728,2026-01-19,82.7,84.25,0,0,1,1,0,0,1,High
3638,S00728,2026-06-08,68.05,69.6,1,0,2,2,0,8,1,Moderate
3639,S00728,2026-08-24,66.4,67.95,1,1,3,2,0,8,1,Moderate
3640,S00728,2027-01-18,46.7,48.25,2,1,7,4,0,16,4,Low
3641,S00729,2025-08-25,80.55,77.62,0,0,0,0,0,0,0,High
3642,S00729,2026-01-19,65.25,62.32,1,0,2,2,0,6,0,Moderate
3643,S00729,2026-06-08,65.25,62.32,1,0,2,2,0,6,0,Moderate
3644,S00729,2026-08-24,57.2,54.27,1,0,5,3,0,6,3,Moderate
3645,S00729,2027-01-18,61.65,58.72,1,0,6,3,0,6,0,Moderate
3646,S00730,2025-08-25,84.71,84.39,0,0,0,0,0,0,0,High
3647,S00730,2026-01-19,80.76,80.44,0,0,3,2,0,0,0,High
3648,S00730,2026-06-08,80.76,80.44,0,0,3,2,0,0,0,High
3649,S00730,2026-08-24,75.41,75.09,0,0,4,3,0,0,1,High
3650,S00730,2027-01-18,68.11,67.79,0,0,8,7,0,0,2,Moderate
3651,S00731,2025-08-25,85.82,85.75,0,0,0,0,0,0,0,High
3652,S00731,2026-01-19,80.47,80.4,0,0,1,1,0,0,1,High
3653,S00731,2026-06-08,82.52,82.45,0,0,2,2,0,0,0,High
3654,S00731,2026-08-24,75.82,75.75,0,0,4,3,0,0,2,High
3655,S00731,2027-01-18,80.22,80.15,0,0,4,3,0,0,0,High
3656,S00732,2025-08-25,85.83,85.74,0,0,0,0,0,0,0,High
3657,S00732,2026-01-19,64.08,63.99,1,0,5,1,0,4,5,Moderate
3658,S00732,2026-06-08,70.58,70.49,1,0,5,1,0,4,0,Moderate
3659,S00732,2026-08-24,66.23,66.14,1,0,6,1,0,4,1,Moderate
3660,S00732,2027-01-18,69.93,69.84,1,0,6,1,0,4,0,Moderate
3661,S00733,2025-08-25,89.6,91.55,0,0,0,0,0,0,0,High
3662,S00733,2026-01-19,73.6,75.55,1,1,2,1,0,0,1,Moderate
3663,S00733,2026-06-08,77.3,79.25,1,1,2,1,0,0,0,High
3664,S00733,2026-08-24,77.3,79.25,1,1,2,1,0,0,0,High
3665,S00733,2027-01-18,74.65,76.6,1,2,3,2,0,0,0,Moderate
3666,S00734,2025-08-25,83.72,82.68,0,0,0,0,0,0,0,High
3667,S00734,2026-01-19,83.72,82.68,0,0,0,0,0,0,0,High
3668,S00734,2026-06-08,78.37,77.33,0,0,1,1,0,0,1,High
3669,S00734,2026-08-24,76.37,75.33,0,0,3,1,0,0,2,High
3670,S00734,2027-01-18,79.12,78.08,0,0,4,2,0,0,0,High
3671,S00735,2025-08-25,84.54,84.15,0,0,0,0,0,0,0,High
3672,S00735,2026-01-19,82.24,81.85,0,0,2,1,0,0,0,High
3673,S00735,2026-06-08,82.24,81.85,0,0,2,1,0,0,0,High
3674,S00735,2026-08-24,76.89,76.5,0,0,3,2,0,0,1,High
3675,S00735,2027-01-18,80.59,80.2,0,0,3,2,0,0,0,High
3676,S00736,2025-08-25,87.22,87.87,0,0,0,0,0,0,0,High
3677,S00736,2026-01-19,87.22,87.87,0,0,0,0,0,0,0,High
3678,S00736,2026-06-08,87.22,87.87,0,0,0,0,0,0,0,High
3679,S00736,2026-08-24,80.52,81.17,0,0,2,1,0,0,2,High
3680,S00736,2027-01-18,83.92,84.57,0,1,2,1,0,0,0,High
3681,S00737,2025-08-25,85.72,85.61,0,0,0,0,0,0,0,High
3682,S00737,2026-01-19,82.42,82.31,0,0,2,2,0,0,0,High
3683,S00737,2026-06-08,82.42,82.31,0,0,2,2,0,0,0,High
3684,S00737,2026-08-24,74.72,74.61,0,1,4,3,0,0,2,Moderate
3685,S00737,2027-01-18,75.17,75.06,0,2,7,4,0,0,0,High
3686,S00738,2025-08-25,84.71,84.09,0,0,0,0,0,0,0,High
3687,S00738,2026-01-19,77.71,77.09,0,0,2,2,0,0,1,High
3688,S00738,2026-06-08,73.21,72.59,0,0,4,3,1,0,2,Moderate
3689,S00738,2026-08-24,70.91,70.29,0,0,6,4,1,0,2,Moderate
3690,S00738,2027-01-18,69.96,69.34,0,0,7,5,1,0,1,Moderate
3691,S00739,2025-08-25,84.38,83.77,0,0,0,0,0,0,0,High
3692,S00739,2026-01-19,84.38,83.77,0,0,0,0,0,0,0,High
3693,S00739,2026-06-08,80.03,79.42,0,0,1,0,0,0,1,High
3694,S00739,2026-08-24,77.03,76.42,0,0,3,1,0,0,2,High
3695,S00739,2027-01-18,81.43,80.83,0,0,3,1,0,0,0,High
3696,S00740,2025-08-25,90.0,92.52,0,0,0,0,0,0,0,High
3697,S00740,2026-01-19,90.0,92.52,0,0,0,0,0,0,0,High
3698,S00740,2026-06-08,90.0,92.52,0,0,0,0,0,0,0,High
3699,S00740,2026-08-24,90.0,92.52,0,0,0,0,0,0,0,High
3700,S00740,2027-01-18,90.0,92.52,0,0,0,0,0,0,0,High
3701,S00741,2025-08-25,86.99,87.46,0,0,0,0,0,0,0,High
3702,S00741,2026-01-19,86.99,87.46,0,0,0,0,0,0,0,High
3703,S00741,2026-06-08,77.94,78.41,0,0,3,2,0,0,3,High
3704,S00741,2026-08-24,73.99,74.46,0,0,6,4,0,0,3,Moderate
3705,S00741,2027-01-18,79.09,79.56,0,0,6,4,0,0,0,High
3706,S00742,2025-08-25,89.9,92.21,0,0,0,0,0,0,0,High
3707,S00742,2026-01-19,84.9,87.21,0,0,2,0,0,0,1,High
3708,S00742,2026-06-08,88.6,90.91,0,0,2,0,0,0,0,High
3709,S00742,2026-08-24,80.55,82.86,0,0,5,1,0,0,3,High
3710,S00742,2027-01-18,78.45,80.76,0,0,7,1,1,0,2,High
3711,S00743,2025-08-25,86.84,87.52,0,0,0,0,0,0,0,High
3712,S00743,2026-01-19,76.84,77.52,0,1,4,2,0,0,2,High
3713,S00743,2026-06-08,69.34,70.02,0,1,8,4,1,0,4,Moderate
3714,S00743,2026-08-24,75.14,75.82,0,1,8,4,1,0,0,High
3715,S00743,2027-01-18,75.14,75.82,0,1,8,4,1,0,0,High
3716,S00744,2025-08-25,87.88,88.96,0,0,0,0,0,0,0,High
3717,S00744,2026-01-19,81.23,82.31,0,0,3,1,0,0,1,High
3718,S00744,2026-06-08,84.93,86.01,0,0,3,1,0,0,0,High
3719,S00744,2026-08-24,84.93,86.01,0,0,3,1,0,0,0,High
3720,S00744,2027-01-18,81.63,82.71,0,0,5,3,0,0,0,High
3721,S00745,2025-08-25,93.3,97.55,0,0,0,0,0,0,0,High
3722,S00745,2026-01-19,82.6,86.85,0,1,4,2,0,0,3,High
3723,S00745,2026-06-08,80.0,84.25,0,1,6,4,0,0,2,High
3724,S00745,2026-08-24,74.0,78.25,0,1,10,6,0,0,4,Moderate
3725,S00745,2027-01-18,68.75,73.0,0,1,15,8,0,0,4,Moderate
3726,S00746,2025-08-25,87.12,87.88,0,0,0,0,0,0,0,High
3727,S00746,2026-01-19,87.12,87.88,0,0,0,0,0,0,0,High
3728,S00746,2026-06-08,56.27,57.03,1,0,7,4,0,15,4,Moderate
3729,S00746,2026-08-24,55.37,56.13,1,0,9,5,0,15,2,Moderate
3730,S00746,2027-01-18,59.77,60.53,1,0,9,5,0,15,0,Moderate
3731,S00747,2025-08-25,84.35,83.43,0,0,0,0,0,0,0,High
3732,S00747,2026-01-19,84.35,83.43,0,0,0,0,0,0,0,High
3733,S00747,2026-06-08,83.35,82.43,0,1,0,0,0,0,0,High
3734,S00747,2026-08-24,83.35,82.43,0,1,0,0,0,0,0,High
3735,S00747,2027-01-18,83.35,82.43,0,1,0,0,0,0,0,High
3736,S00748,2025-08-25,89.52,91.72,0,0,0,0,0,0,0,High
3737,S00748,2026-01-19,81.47,83.67,0,0,3,1,0,0,3,High
3738,S00748,2026-06-08,79.87,82.07,0,0,5,2,0,0,2,High
3739,S00748,2026-08-24,78.92,81.12,0,0,6,3,0,0,1,High
3740,S00748,2027-01-18,78.27,80.47,0,0,7,3,0,0,1,High
3741,S00749,2025-08-25,89.1,91.22,0,0,0,0,0,0,0,High
3742,S00749,2026-01-19,84.75,86.87,0,0,1,0,0,0,1,High
3743,S00749,2026-06-08,82.45,84.57,0,0,3,1,0,0,1,High
3744,S00749,2026-08-24,86.15,88.27,0,0,3,1,0,0,0,High
3745,S00749,2027-01-18,86.15,88.27,0,0,3,1,0,0,0,High
3746,S00750,2025-08-25,84.98,84.51,0,0,0,0,0,0,0,High
3747,S00750,2026-01-19,84.98,84.51,0,0,0,0,0,0,0,High
3748,S00750,2026-06-08,84.98,84.51,0,0,0,0,0,0,0,High
3749,S00750,2026-08-24,84.98,84.51,0,0,0,0,0,0,0,High
3750,S00750,2027-01-18,84.98,84.51,0,0,0,0,0,0,0,High
3751,S00751,2025-08-25,92.48,96.39,0,0,0,0,0,0,0,High
3752,S00751,2026-01-19,92.48,96.39,0,0,0,0,0,0,0,High
3753,S00751,2026-06-08,87.13,91.04,0,0,1,1,0,0,1,High
3754,S00751,2026-08-24,84.13,88.04,0,0,3,2,0,0,2,High
3755,S00751,2027-01-18,88.53,92.44,0,0,3,2,0,0,0,High
3756,S00752,2025-08-25,91.09,94.02,0,0,0,0,0,0,0,High
3757,S00752,2026-01-19,85.74,88.67,0,0,1,1,0,0,1,High
3758,S00752,2026-06-08,73.24,76.17,1,0,3,2,0,1,2,Moderate
3759,S00752,2026-08-24,77.64,80.57,1,0,3,2,0,1,0,High
3760,S00752,2027-01-18,75.99,78.92,1,0,4,3,0,1,0,High
3761,S00753,2025-08-25,87.56,88.54,0,0,0,0,0,0,0,High
3762,S00753,2026-01-19,63.01,63.99,1,0,3,1,0,15,3,Moderate
3763,S00753,2026-06-08,50.76,51.74,2,0,4,1,0,23,1,Moderate
3764,S00753,2026-08-24,49.11,50.09,2,0,5,2,0,23,1,Low
3765,S00753,2027-01-18,52.81,53.79,2,0,5,2,0,23,0,Moderate
3766,S00754,2025-08-25,86.1,86.52,0,0,0,0,0,0,0,High
3767,S00754,2026-01-19,61.85,62.27,1,0,7,3,0,8,1,Moderate
3768,S00754,2026-06-08,57.4,57.82,1,0,10,4,1,8,1,Moderate
3769,S00754,2026-08-24,56.75,57.17,1,0,11,4,1,8,1,Moderate
3770,S00754,2027-01-18,60.45,60.87,1,0,11,4,1,8,0,Moderate
3771,S00755,2025-08-25,82.1,80.31,0,0,0,0,0,0,0,High
3772,S00755,2026-01-19,73.15,71.36,0,0,5,2,0,0,1,Moderate
3773,S00755,2026-06-08,73.05,71.26,0,0,7,3,1,0,0,Moderate
3774,S00755,2026-08-24,65.35,63.56,0,0,9,5,1,0,2,Moderate
3775,S00755,2027-01-18,69.1,67.31,0,0,10,5,1,0,0,Moderate
3776,S00756,2025-08-25,84.34,83.73,0,0,0,0,0,0,0,High
3777,S00756,2026-01-19,84.34,83.73,0,0,0,0,0,0,0,High
3778,S00756,2026-06-08,84.34,83.73,0,0,0,0,0,0,0,High
3779,S00756,2026-08-24,83.34,82.73,0,1,0,0,0,0,0,High
3780,S00756,2027-01-18,70.89,70.28,1,1,3,1,0,1,0,Moderate
3781,S00757,2025-08-25,89.08,91.04,0,0,0,0,0,0,0,High
3782,S00757,2026-01-19,82.08,84.04,0,0,2,2,0,0,1,High
3783,S00757,2026-06-08,81.43,83.39,0,0,3,2,0,0,1,High
3784,S00757,2026-08-24,79.78,81.74,0,0,4,3,0,0,1,High
3785,S00757,2027-01-18,81.18,83.14,0,0,6,4,0,0,0,High
3786,S00758,2025-08-25,85.54,85.76,0,0,0,0,0,0,0,High
3787,S00758,2026-01-19,85.54,85.76,0,0,0,0,0,0,0,High
3788,S00758,2026-06-08,76.24,76.46,0,0,4,3,0,0,1,High
3789,S00758,2026-08-24,70.39,70.61,0,0,7,4,1,0,3,Moderate
3790,S00758,2027-01-18,69.49,69.71,0,0,9,5,1,0,1,Moderate
3791,S00759,2025-08-25,84.24,83.4,0,0,0,0,0,0,0,High
3792,S00759,2026-01-19,75.89,75.05,0,0,3,2,0,0,2,High
3793,S00759,2026-06-08,72.59,71.75,0,0,5,4,0,0,2,Moderate
3794,S00759,2026-08-24,66.94,66.1,0,0,8,7,0,0,3,Moderate
3795,S00759,2027-01-18,70.39,69.55,0,0,9,8,0,0,0,Moderate
3796,S00760,2025-08-25,81.89,79.56,0,0,0,0,0,0,0,High
3797,S00760,2026-01-19,81.89,79.56,0,0,0,0,0,0,0,High
3798,S00760,2026-06-08,80.89,78.56,0,1,0,0,0,0,0,High
3799,S00760,2026-08-24,74.19,71.86,0,2,2,0,0,0,2,Moderate
3800,S00760,2027-01-18,78.59,76.26,0,2,2,0,0,0,0,High
3801,S00761,2025-08-25,83.87,82.83,0,0,0,0,0,0,0,High
3802,S00761,2026-01-19,72.82,71.78,0,0,5,2,0,0,4,Moderate
3803,S00761,2026-06-08,78.62,77.58,0,0,5,2,0,0,0,High
3804,S00761,2026-08-24,74.27,73.23,0,0,6,2,0,0,1,Moderate
3805,S00761,2027-01-18,69.32,68.28,0,1,9,4,0,0,1,Moderate
3806,S00762,2025-08-25,94.46,99.19,0,0,0,0,0,0,0,High
3807,S00762,2026-01-19,91.81,96.54,0,1,1,1,0,0,0,High
3808,S00762,2026-06-08,82.81,87.54,0,2,5,2,0,0,2,High
3809,S00762,2026-08-24,81.86,86.59,0,2,6,3,0,0,1,High
3810,S00762,2027-01-18,85.56,90.29,0,2,6,3,0,0,0,High
3811,S00763,2025-08-25,81.97,79.56,0,0,0,0,0,0,0,High
3812,S00763,2026-01-19,81.97,79.56,0,0,0,0,0,0,0,High
3813,S00763,2026-06-08,73.82,71.41,0,0,3,1,1,0,1,Moderate
3814,S00763,2026-08-24,77.52,75.11,0,0,3,1,1,0,0,High
3815,S00763,2027-01-18,76.22,73.81,0,0,5,1,1,0,0,High
3816,S00764,2025-08-25,87.36,88.03,0,0,0,0,0,0,0,High
3817,S00764,2026-01-19,87.36,88.03,0,0,0,0,0,0,0,High
3818,S00764,2026-06-08,85.71,86.38,0,0,1,1,0,0,0,High
3819,S00764,2026-08-24,85.71,86.38,0,0,1,1,0,0,0,High
3820,S00764,2027-01-18,85.71,86.38,0,0,1,1,0,0,0,High
3821,S00765,2025-08-25,82.53,80.44,0,0,0,0,0,0,0,High
3822,S00765,2026-01-19,82.53,80.44,0,0,0,0,0,0,0,High
3823,S00765,2026-06-08,75.83,73.74,0,0,2,1,0,0,2,High
3824,S00765,2026-08-24,71.18,69.09,0,0,5,3,0,0,3,Moderate
3825,S00765,2027-01-18,76.28,74.19,0,0,5,3,0,0,0,High
3826,S00766,2025-08-25,80.32,77.15,0,0,0,0,0,0,0,High
3827,S00766,2026-01-19,66.82,63.65,0,0,6,3,1,0,3,Moderate
3828,S00766,2026-06-08,68.62,65.45,0,1,8,4,1,0,0,Moderate
3829,S00766,2026-08-24,60.57,57.4,0,1,11,5,1,0,3,Moderate
3830,S00766,2027-01-18,65.67,62.5,0,1,11,5,1,0,0,Moderate
3831,S00767,2025-08-25,84.96,84.42,0,0,0,0,0,0,0,High
3832,S00767,2026-01-19,81.66,81.12,0,0,2,2,0,0,0,High
3833,S00767,2026-06-08,70.96,70.42,0,1,6,4,0,0,3,Moderate
3834,S00767,2026-08-24,70.71,70.17,0,1,7,5,0,0,1,Moderate
3835,S00767,2027-01-18,70.06,69.52,0,1,8,5,0,0,1,Moderate
3836,S00768,2025-08-25,91.05,94.24,0,0,0,0,0,0,0,High
3837,S00768,2026-01-19,85.35,88.54,0,0,2,0,0,0,2,High
3838,S00768,2026-06-08,78.35,81.54,0,0,6,3,0,0,4,High
3839,S00768,2026-08-24,78.8,81.99,0,0,7,4,0,0,1,High
3840,S00768,2027-01-18,82.5,85.69,0,0,7,4,0,0,0,High
3841,S00769,2025-08-25,86.71,87.39,0,0,0,0,0,0,0,High
3842,S00769,2026-01-19,86.71,87.39,0,0,0,0,0,0,0,High
3843,S00769,2026-06-08,86.06,86.74,0,0,1,0,0,0,0,High
3844,S00769,2026-08-24,78.01,78.69,0,0,4,1,0,0,3,High
3845,S00769,2027-01-18,83.11,83.79,0,0,4,1,0,0,0,High
3846,S00770,2025-08-25,84.92,84.37,0,0,0,0,0,0,0,High
3847,S00770,2026-01-19,84.92,84.37,0,0,0,0,0,0,0,High
3848,S00770,2026-06-08,73.02,72.47,0,0,4,2,1,0,4,Moderate
3849,S00770,2026-08-24,78.82,78.27,0,0,4,2,1,0,0,High
3850,S00770,2027-01-18,68.67,68.12,1,0,5,2,1,1,0,Moderate
3851,S00771,2025-08-25,89.98,92.3,0,0,0,0,0,0,0,High
3852,S00771,2026-01-19,89.98,92.3,0,0,0,0,0,0,0,High
3853,S00771,2026-06-08,81.93,84.25,0,0,3,1,0,0,3,High
3854,S00771,2026-08-24,87.03,89.35,0,0,3,1,0,0,0,High
3855,S00771,2027-01-18,87.03,89.35,0,0,3,1,0,0,0,High
3856,S00772,2025-08-25,83.78,82.65,0,0,0,0,0,0,0,High
3857,S00772,2026-01-19,83.78,82.65,0,0,0,0,0,0,0,High
3858,S00772,2026-06-08,79.43,78.3,0,0,1,0,0,0,1,High
3859,S00772,2026-08-24,73.08,71.95,0,1,4,2,0,0,3,Moderate
3860,S00772,2027-01-18,76.03,74.9,0,1,5,2,1,0,0,High
3861,S00773,2025-08-25,84.78,84.28,0,0,0,0,0,0,0,High
3862,S00773,2026-01-19,84.78,84.28,0,0,0,0,0,0,0,High
3863,S00773,2026-06-08,80.43,79.93,0,0,1,0,0,0,1,High
3864,S00773,2026-08-24,84.13,83.63,0,0,1,0,0,0,0,High
3865,S00773,2027-01-18,75.93,75.43,0,0,3,1,1,0,2,High
3866,S00774,2025-08-25,82.13,79.82,0,0,0,0,0,0,0,High
3867,S00774,2026-01-19,76.78,74.47,0,0,1,1,0,0,1,High
3868,S00774,2026-06-08,72.43,70.12,0,1,4,1,0,0,3,Moderate
3869,S00774,2026-08-24,69.48,67.17,0,1,7,2,0,0,3,Moderate
3870,S00774,2027-01-18,70.23,67.92,0,1,8,2,0,0,1,Moderate
3871,S00775,2025-08-25,88.12,89.34,0,0,0,0,0,0,0,High
3872,S00775,2026-01-19,88.12,89.34,0,0,0,0,0,0,0,High
3873,S00775,2026-06-08,82.77,83.99,0,0,1,1,0,0,1,High
3874,S00775,2026-08-24,82.12,83.34,0,0,2,1,0,0,1,High
3875,S00775,2027-01-18,77.77,78.99,0,0,5,2,0,0,3,High
3876,S00776,2025-08-25,90.74,93.7,0,0,0,0,0,0,0,High
3877,S00776,2026-01-19,65.54,68.5,1,0,6,2,1,6,4,Moderate
3878,S00776,2026-06-08,65.99,68.95,1,0,7,3,1,6,1,Moderate
